wmoid	name	prov	lon	lat	high	mlowt	std1	hightsev	std2	hight	lowt	mrain	
59278	高要	广东	112.47	23.05	7.1	4	2	35	1	37	0	1502.3	
59287	广州	广东	113.32	23.13	6.6	3	2	35	1	37	-1	1897.2	
59293	河源	广东	114.68	23.73	40.6	2	2	35	1	37	-2	1566.8	
59294	增城	广东	113.82	23.3	8.8	2	2	34	1	36	-2	1756.3	
59298	惠阳	广东	114.42	23.08	22.4	3	2	35	1	37	-1	1651.6	
59303	五华	广东	115.77	23.93	120.9	0	2	36	1	38	-4	1637.5	
59316	汕头	广东	116.68	23.4	1.1	3	2	34	1	36	-1	1491.4	
59317	惠来	广东	116.3	23.03	12.9	5	1	33	1	35	3	1670.9	
59321	东山	福建	117.5	23.78	53.3	6	1	32	1	34	4	1080.9	
59417	龙州	广西	106.85	22.33	128.8	3	2	36	1	38	-1	1449.8	
59431	南宁	广西	108.35	22.82	73.1	2	2	35	1	37	-2	1413.1	
59446	灵山	广西	109.3	22.42	66	2	1	35	1	37	0	1462.4	
59453	玉林	广西	110.17	22.65	81.8	3	1	35	1	37	1	1637.4	
59456	信宜	广东	110.93	22.35	84.6	3	2	35	1	37	-1	2145.6	
59462	罗定	广东	111.57	22.77	53.3	2	2	36	1	38	-2	1540.6	
59478	台山	广东	112.78	22.25	32.7	3	1	34	1	36	1	2175.4	
59493	深圳	广东	114.1	22.55	18.2	4	2	34	1	36	0	2157.5	
59501	汕尾	广东	115.37	22.78	4.6	5	1	33	1	35	3	1746.8	
59626	东兴	广西	107.97	21.53	18.2	6	2	33	1	35	2	3264.7	
59632	钦州	广西	108.62	21.95	4.5	4	1	34	1	36	2	2325.8	
59644	北海	广西	109.12	21.48	15.3	4	2	33	1	35	0	1424.4	
59647	涠洲岛	广西	109.1	21.03	55.2	6	2	32	1	34	2	1492.3	
59658	湛江	广东	110.4	21.22	25.3	6	2	34	1	36	2	1755.7	
59663	阳江	广东	111.97	21.87	23.3	4	2	33	1	35	0	2087.3	
59664	电白	广东	111	21.5	11.8	5	1	33	1	35	3	1665.9	
59673	上川岛	广东	112.77	21.73	21.5	5	2	33	1	35	1	2130.7	
59754	徐闻	广东	110.17	20.33	67.9	6	2	35	1	37	2	1249.5	
59758	海口	海南	110.35	20.03	14.1	8	2	35	1	37	4	1915.5	
59838	东方	海南	108.62	19.1	8.4	9	2	33	1	35	5	1490.1	
59845	儋县	海南	109.58	19.52	168.7	7	2	36	1	38	3	1512.7	
59849	琼中	海南	109.83	19.03	250.9	5	3	34	1	36	-1	2310.1	
59855	琼海	海南	110.47	19.23	24	8	2	35	1	37	4	1861.7	
59948	三亚	海南	109.52	18.23	5.5	12	3	33	1	35	6	1180.6	
59954	陵水	海南	110.03	18.5	13.9	11	2	33	1	35	7	1779.2	
59981	西沙	海南	112.33	16.83	4.7	18	1	33	1	35	16	1970.9	
